# solvent potential/V energy/eV
# RuO2-AEM 
0.89	-984.531	0.949	-994.626	0.992	-989.820	1.093	-999.017	1.011	-994.407
1.152	-984.806	1.203	-994.957	1.246	-990.142	1.345	-999.337	1.26	-994.719
# 6Zn-OPM-2
-0.469	-984.912	-0.385	-995.010	-0.283	-1004.293	-0.244	-999.396	-0.31	-994.782
-0.191	-984.557	-0.104	-994.641	-0.009	-1003.937	0.033	-999.035	-0.036	-994.428
0.085	-984.344	0.165	-994.436	0.265	-1003.722	0.306	-998.822	0.232	-994.217
0.355	-984.277	0.428	-994.372	0.533	-1003.654	0.574	-998.752	0.498	-994.145
0.623	-984.316	0.691	-994.407	0.799	-1003.704	0.836	-998.820	0.757	-994.213
0.89	-984.531	0.949	-994.626	1.052	-1003.915	1.093	-999.017	1.011	-994.407
1.152	-984.806	1.203	-994.957	1.307	-1004.225	1.345	-999.337	1.26	-994.719
